inputSize,delta
3,0.0026226044
3,0.0023841858
3,0.0028610229
3,0.0023841858
3,0.0023841858
3,0.0023841858
3,0.0030994415
3,0.0023841858
3,0.0026226044
3,0.0021457672
3,0.0023841858
3,0.0033378601
3,0.0026226044
3,0.0026226044
3,0.0026226044
3,0.0033378601
3,0.0026226044
3,0.0028610229
3,0.0038146973
3,0.0028610229
3,0.0028610229
3,0.0030994415
3,0.0028610229
3,0.0038146973
3,0.0033378601
3,0.0021457672
3,0.0028610229
3,0.0019073486
3,0.0019073486
3,0.0023841858
3,0.0026226044
3,0.0023841858
3,0.0021457672
3,0.0023841858
3,0.0021457672
3,0.0021457672
3,0.0028610229
3,0.0026226044
3,0.0026226044
3,0.0026226044
3,0.0021457672
3,0.0023841858
3,0.0023841858
3,0.0026226044
3,0.0019073486
3,0.0023841858
3,0.0021457672
3,0.0021457672
3,0.0028610229
3,0.0023841858
3,0.0023841858
3,0.0021457672
3,0.0021457672
3,0.0026226044
3,0.0026226044
3,0.0026226044
4,0.0054836273
4,0.0040531158
4,0.0038146973
4,0.0038146973
4,0.0042915344
4,0.0033378601
4,0.0028610229
4,0.0026226044
4,0.0045299530
4,0.0023841858
4,0.0040531158
4,0.0050067902
4,0.0023841858
4,0.0026226044
4,0.0028610229
4,0.0045299530
4,0.0023841858
4,0.0038146973
4,0.0030994415
4,0.0052452087
4,0.0038146973
4,0.0042915344
4,0.0035762787
4,0.0021457672
4,0.0035762787
4,0.0021457672
4,0.0059604645
4,0.0030994415
4,0.0023841858
4,0.0033378601
4,0.0045299530
4,0.0033378601
4,0.0026226044
4,0.0023841858
4,0.0033378601
4,0.0038146973
4,0.0033378601
4,0.0035762787
4,0.0038146973
4,0.0035762787
4,0.0035762787
4,0.0047683716
4,0.0038146973
4,0.0038146973
4,0.0057220459
4,0.0028610229
4,0.0040531158
4,0.0028610229
4,0.0028610229
4,0.0021457672
4,0.0040531158
4,0.0030994415
4,0.0038146973
4,0.0030994415
4,0.0028610229
4,0.0030994415
4,0.0061988831
4,0.0028610229
4,0.0026226044
4,0.0045299530
4,0.0040531158
4,0.0023841858
4,0.0054836273
4,0.0045299530
4,0.0030994415
4,0.0028610229
4,0.0057220459
4,0.0035762787
4,0.0042915344
4,0.0021457672
4,0.0038146973
4,0.0030994415
4,0.0026226044
4,0.0026226044
4,0.0021457672
4,0.0042915344
4,0.0064373016
4,0.0035762787
4,0.0019073486
4,0.0033378601
4,0.0026226044
4,0.0023841858
4,0.0059604645
4,0.0038146973
4,0.0040531158
4,0.0052452087
4,0.0035762787
4,0.0047683716
4,0.0059604645
4,0.0035762787
4,0.0059604645
4,0.0035762787
4,0.0042915344
4,0.0038146973
4,0.0028610229
4,0.0038146973
4,0.0045299530
4,0.0057220459
4,0.0038146973
4,0.0038146973
4,0.0030994415
4,0.0021457672
4,0.0028610229
4,0.0059604645
4,0.0040531158
4,0.0023841858
4,0.0057220459
4,0.0030994415
4,0.0023841858
4,0.0033378601
4,0.0038146973
4,0.0026226044
4,0.0023841858
4,0.0226497650
4,0.0038146973
4,0.0045299530
4,0.0030994415
4,0.0026226044
4,0.0023841858
4,0.0021457672
4,0.0028610229
4,0.0038146973
4,0.0026226044
4,0.0057220459
4,0.0028610229
4,0.0038146973
4,0.0026226044
4,0.0028610229
4,0.0028610229
4,0.0038146973
4,0.0030994415
4,0.0030994415
4,0.0028610229
4,0.0028610229
4,0.0047683716
4,0.0059604645
4,0.0045299530
4,0.0026226044
4,0.0023841858
4,0.0030994415
4,0.0023841858
4,0.0035762787
4,0.0035762787
4,0.0026226044
4,0.0054836273
4,0.0038146973
4,0.0033378601
4,0.0050067902
4,0.0023841858
4,0.0038146973
4,0.0050067902
4,0.0033378601
4,0.0038146973
4,0.0038146973
4,0.0028610229
4,0.0038146973
4,0.0030994415
4,0.0028610229
4,0.0038146973
4,0.0019073486
4,0.0038146973
4,0.0052452087
4,0.0035762787
4,0.0028610229
4,0.0023841858
4,0.0038146973
4,0.0040531158
4,0.0028610229
4,0.0033378601
4,0.0021457672
4,0.0030994415
4,0.0026226044
4,0.0023841858
4,0.0021457672
4,0.0038146973
4,0.0064373016
4,0.0023841858
4,0.0059604645
4,0.0028610229
4,0.0040531158
4,0.0035762787
4,0.0030994415
4,0.0052452087
4,0.0033378601
4,0.0030994415
4,0.0028610229
4,0.0028610229
4,0.0028610229
4,0.0038146973
4,0.0035762787
4,0.0064373016
4,0.0059604645
4,0.0052452087
4,0.0064373016
4,0.0050067902
4,0.0038146973
4,0.0028610229
4,0.0038146973
4,0.0028610229
4,0.0030994415
4,0.0040531158
4,0.0021457672
4,0.0054836273
4,0.0030994415
4,0.0035762787
4,0.0059604645
4,0.0021457672
4,0.0038146973
4,0.0026226044
4,0.0026226044
4,0.0054836273
4,0.0030994415
4,0.0021457672
4,0.0019073486
4,0.0035762787
4,0.0040531158
4,0.0021457672
4,0.0019073486
4,0.0030994415
4,0.0030994415
4,0.0038146973
4,0.0040531158
4,0.0035762787
4,0.0052452087
4,0.0038146973
4,0.0040531158
4,0.0054836273
4,0.0040531158
4,0.0028610229
4,0.0035762787
4,0.0123977661
4,0.0035762787
4,0.0026226044
4,0.0035762787
4,0.0033378601
4,0.0050067902
4,0.0030994415
4,0.0030994415
4,0.0023841858
4,0.0028610229
4,0.0030994415
4,0.0038146973
4,0.0059604645
4,0.0038146973
4,0.0045299530
4,0.0061988831
4,0.0026226044
4,0.0040531158
4,0.0023841858
4,0.0035762787
5,0.0028610229
5,0.0171661377
5,0.0135898590
5,0.0116825104
5,0.0035762787
5,0.0090599060
5,0.0061988831
5,0.0061988831
5,0.0047683716
5,0.0064373016
5,0.0050067902
5,0.0095367432
5,0.0038146973
5,0.0090599060
5,0.0035762787
5,0.0221729279
5,0.0026226044
5,0.0047683716
5,0.0030994415
5,0.0073909760
5,0.0047683716
5,0.0131130219
5,0.0028610229
5,0.0314712524
5,0.0150203705
5,0.0038146973
5,0.0050067902
5,0.0045299530
5,0.0069141388
5,0.0085830688
5,0.0045299530
5,0.0088214874
5,0.0028610229
5,0.0033378601
5,0.0057220459
5,0.0054836273
5,0.0102519989
5,0.0035762787
5,0.0033378601
5,0.0035762787
5,0.0112056732
5,0.0212192535
5,0.0040531158
5,0.0104904175
5,0.0119209290
5,0.0064373016
5,0.0038146973
5,0.0064373016
5,0.0050067902
5,0.0019073486
5,0.0097751617
5,0.0033378601
5,0.0114440918
5,0.0057220459
5,0.0035762787
5,0.0135898590
5,0.0040531158
5,0.0104904175
5,0.0135898590
5,0.0114440918
5,0.0071525574
5,0.0164508820
5,0.0038146973
5,0.0064373016
5,0.0066757202
5,0.0026226044
5,0.0100135803
5,0.0088214874
5,0.0045299530
5,0.0023841858
5,0.0023841858
5,0.0116825104
5,0.0085830688
5,0.0021457672
5,0.0114440918
5,0.0042915344
5,0.0052452087
5,0.0030994415
5,0.0090599060
5,0.0050067902
5,0.0054836273
5,0.0038146973
5,0.0023841858
5,0.0050067902
5,0.0123977661
5,0.0050067902
5,0.0061988831
5,0.0050067902
5,0.0133514404
5,0.0040531158
5,0.0159740448
5,0.0133514404
5,0.0047683716
5,0.0073909760
5,0.0023841858
5,0.0030994415
5,0.0131130219
5,0.0038146973
5,0.0038146973
5,0.0069141388
5,0.0064373016
5,0.0026226044
5,0.0057220459
5,0.0104904175
5,0.0038146973
5,0.0021457672
5,0.0040531158
5,0.0152587891
5,0.0059604645
5,0.0090599060
5,0.0047683716
5,0.0026226044
5,0.0176429749
5,0.0083446503
5,0.0214576721
5,0.0042915344
5,0.0202655792
5,0.0064373016
5,0.0042915344
5,0.0030994415
5,0.0135898590
5,0.0038146973
5,0.0126361847
5,0.0076293945
5,0.0059604645
5,0.0021457672
5,0.0157356262
5,0.0202655792
5,0.0038146973
5,0.0045299530
5,0.0052452087
5,0.0109672546
5,0.0057220459
5,0.0076293945
5,0.0021457672
5,0.0119209290
5,0.0061988831
5,0.0109672546
5,0.0052452087
5,0.0033378601
5,0.0081062317
5,0.0314712524
5,0.0021457672
5,0.0026226044
5,0.0038146973
5,0.0200271606
5,0.0126361847
5,0.0092983246
5,0.0083446503
5,0.0088214874
5,0.0195503235
5,0.0073909760
5,0.0038146973
5,0.0059604645
5,0.0219345093
5,0.0030994415
5,0.0035762787
5,0.0128746033
5,0.0050067902
5,0.0059604645
5,0.0059604645
5,0.0109672546
5,0.0040531158
5,0.0157356262
5,0.0197887421
5,0.0033378601
5,0.0123977661
5,0.0061988831
5,0.0026226044
5,0.0042915344
5,0.0040531158
5,0.0088214874
5,0.0152587891
5,0.0069141388
5,0.0104904175
5,0.0050067902
5,0.0033378601
5,0.0040531158
5,0.0021457672
5,0.0131130219
5,0.0104904175
5,0.0054836273
5,0.0123977661
5,0.0226497650
5,0.0057220459
5,0.0040531158
5,0.0224113464
5,0.0150203705
5,0.0090599060
5,0.0116825104
5,0.0028610229
5,0.0114440918
5,0.0026226044
5,0.0047683716
5,0.0052452087
5,0.0028610229
5,0.0107288361
5,0.0045299530
5,0.0030994415
5,0.0035762787
5,0.0026226044
5,0.0045299530
5,0.0209808350
5,0.0047683716
5,0.0040531158
5,0.0047683716
5,0.0090599060
5,0.0095367432
5,0.0069141388
5,0.0066757202
5,0.0030994415
5,0.0126361847
5,0.0069141388
5,0.0092983246
5,0.0023841858
5,0.0061988831
5,0.0045299530
5,0.0209808350
5,0.0023841858
5,0.0050067902
5,0.0040531158
5,0.0026226044
5,0.0128746033
5,0.0050067902
5,0.0092983246
5,0.0026226044
5,0.0033378601
5,0.0195503235
5,0.0019073486
5,0.0069141388
5,0.0128746033
5,0.0076293945
5,0.0073909760
5,0.0026226044
5,0.0064373016
5,0.0162124634
5,0.0035762787
5,0.0030994415
5,0.0038146973
5,0.0035762787
5,0.0076293945
5,0.0042915344
5,0.0026226044
5,0.0045299530
5,0.0045299530
5,0.0050067902
5,0.0038146973
5,0.0052452087
5,0.0054836273
5,0.0112056732
6,0.0076293945
6,0.0910758972
6,0.0023841858
6,0.0286102295
6,0.0054836273
6,0.0212192535
6,0.0529289246
6,0.0557899475
6,0.0069141388
6,0.0147819519
6,0.1177787781
6,0.0116825104
6,0.0171661377
6,0.0691413879
6,0.0302791595
6,0.0233650208
6,0.0288486481
6,0.0779628754
6,0.0362396240
6,0.0333786011
6,0.0061988831
6,0.0391006470
6,0.0057220459
6,0.0572204590
6,0.0166893005
6,0.0476837158
6,0.0116825104
6,0.0338554382
6,0.0169277191
6,0.0460147858
6,0.0214576721
6,0.0119209290
6,0.0052452087
6,0.0445842743
6,0.0793933868
6,0.0045299530
6,0.0264644623
6,0.0030994415
6,0.0123977661
6,0.0286102295
6,0.0102519989
6,0.0095367432
6,0.0414848328
6,0.0357627869
6,0.0677108765
6,0.1103878021
6,0.0150203705
6,0.0445842743
6,0.0531673431
6,0.0700950623
6,0.0431537628
6,0.0555515289
6,0.0622272491
6,0.0152587891
6,0.0085830688
6,0.0381469727
6,0.0131130219
6,0.0109672546
6,0.0691413879
6,0.0443458557
6,0.0026226044
6,0.0729560852
6,0.0982284546
6,0.0336170197
6,0.0169277191
6,0.0059604645
6,0.0274181366
6,0.0381469727
6,0.0352859497
6,0.0662803650
6,0.0162124634
6,0.0228881836
6,0.0157356262
6,0.0116825104
6,0.0181198120
6,0.0166893005
6,0.0259876251
6,0.0636577606
6,0.0321865082
6,0.0150203705
6,0.0207424164
6,0.0445842743
6,0.0083446503
6,0.0331401825
6,0.0050067902
6,0.1196861267
6,0.0104904175
6,0.0908374786
6,0.0326633453
6,0.0240802765
6,0.0329017639
6,0.0417232513
6,0.1251697540
6,0.0212192535
6,0.0147819519
6,0.0286102295
6,0.0476837158
6,0.0083446503
6,0.0319480896
6,0.1404285431
6,0.0512599945
6,0.0507831573
6,0.0994205475
6,0.0550746918
6,0.0448226929
6,0.0081062317
6,0.0023841858
6,0.0119209290
6,0.0119209290
6,0.0045299530
6,0.1099109650
6,0.0967979431
6,0.0047683716
6,0.0107288361
6,0.0300407410
6,0.0534057617
6,0.0057220459
6,0.0255107880
6,0.0362396240
6,0.0033378601
6,0.0994205475
6,0.0481605530
6,0.0236034393
6,0.0240802765
6,0.0736713409
6,0.0197887421
6,0.0288486481
6,0.0193119049
6,0.0052452087
6,0.0066757202
6,0.0064373016
6,0.0646114349
6,0.0793933868
6,0.0081062317
6,0.0154972076
6,0.0696182251
6,0.0259876251
6,0.0071525574
6,0.0457763672
6,0.1051425934
6,0.0114440918
6,0.0646114349
6,0.0414848328
6,0.0061988831
6,0.0178813934
6,0.0317096710
6,0.1101493835
6,0.0376701355
6,0.0150203705
6,0.0097751617
6,0.0026226044
6,0.0240802765
6,0.0278949738
6,0.0565052032
6,0.0286102295
6,0.0348091125
6,0.0040531158
6,0.0219345093
6,0.0116825104
6,0.0243186951
6,0.0326633453
6,0.0529289246
6,0.0035762787
6,0.0545978546
6,0.0035762787
6,0.0741481781
6,0.0224113464
6,0.0042915344
6,0.0107288361
6,0.0650882721
6,0.0023841858
6,0.0128746033
6,0.0298023224
6,0.1168251038
6,0.0505447388
6,0.0088214874
6,0.0185966492
6,0.0078678131
6,0.0147819519
6,0.0803470612
6,0.0205039978
6,0.0236034393
6,0.0457763672
6,0.0655651093
6,0.0054836273
6,0.0739097595
6,0.0793933868
6,0.0300407410
6,0.0557899475
6,0.0023841858
6,0.0252723694
6,0.0510215759
6,0.0305175781
6,0.0212192535
6,0.0300407410
6,0.0176429749
6,0.0102519989
6,0.0259876251
6,0.0448226929
6,0.0035762787
6,0.1785755157
6,0.0128746033
6,0.0035762787
6,0.0092983246
6,0.0381469727
6,0.0081062317
6,0.0946521759
6,0.0181198120
6,0.0128746033
6,0.0555515289
6,0.0176429749
6,0.0028610229
6,0.0026226044
6,0.0510215759
6,0.0820159912
6,0.0243186951
6,0.0545978546
6,0.0422000885
6,0.0290870667
6,0.0710487366
6,0.0245571136
6,0.0038146973
6,0.0514984131
6,0.0967979431
6,0.0393390656
6,0.0569820404
6,0.0481605530
6,0.0908374786
6,0.0188350677
6,0.0255107880
6,0.0634193420
6,0.0066757202
6,0.0731945038
6,0.0028610229
6,0.0383853912
6,0.0119209290
6,0.0441074371
6,0.0631809235
6,0.0441074371
6,0.1521110535
6,0.0677108765
6,0.0700950623
6,0.0917911530
6,0.0302791595
6,0.0295639038
6,0.0023841858
6,0.0140666962
6,0.0057220459
6,0.0040531158
6,0.0500679016
7,0.2603530884
7,0.0817775726
7,0.0803470612
7,0.0135898590
7,0.0307559967
7,0.8246898651
7,0.4703998566
7,0.3688335419
7,0.0612735748
7,0.3657341003
7,0.0777244568
7,0.0774860382
7,0.0746250153
7,0.1058578491
7,0.0333786011
7,0.4878044128
7,0.9841918945
7,0.0302791595
7,0.7042884827
7,0.1406669617
7,0.0634193420
7,0.1840591431
7,0.1342296600
7,0.3333091736
7,0.2782344818
7,0.0045299530
7,0.0088214874
7,0.4186630249
7,0.1623630524
7,0.1606941223
7,0.0464916229
7,0.3349781036
7,0.4689693451
7,0.0288486481
7,0.0414848328
7,0.2527236938
7,0.0133514404
7,0.2119541168
7,0.2727508545
7,0.3488063812
7,0.3204345703
7,0.0598430634
7,0.2422332764
7,0.0791549683
7,0.0300407410
7,0.1740455627
7,0.0133514404
7,0.4591941833
7,0.7429122925
7,1.0235309601
7,0.0901222229
7,0.2040863037
7,0.0338554382
